condition,environment,run,sensitivity,model,n_total,n_kept,kept_fraction,n_train,n_test,train_segments,test_segments,standardization_center_log_ns,standardization_scale_log_ns,reason,order,train_loglik,test_loglik,scored_test_observations,parameters_count,train_bic,test_loglik_per_obs,shuffled_test_loglik_mean,shuffled_test_loglik_sd,temporal_gain_per_obs,parameters
interference,container,docker_cpu3-interf_io-run3,cap_2000us,gaussian_gmm,100001,99888,0.998870011299887,69904,29984,14,6,13.310461396854313,0.007413093820291331,,5,107627.63959061315,41813.59990959664,29984,14,-215099.11088710962,1.3945304132069316,41813.59990959664,0.0,0.0,"component_0_mean=-0.021904845,weight=0.97984879;component_1_mean=0.20815443,weight=0.018492254;component_2_mean=6.6274784,weight=0.0015874321;component_3_mean=39.377472,weight=2.8610642e-05;component_4_mean=139.03682,weight=4.2915999e-05"
interference,container,docker_cpu3-interf_io-run3,cap_2000us,gaussian_hmm,100001,99888,0.998870011299887,69904,29984,14,6,13.310461396854313,0.007413093820291331,,5,133297.62937753045,53564.43833154468,29984,34,-266215.9928979204,1.7864340425408445,39965.920083610894,81.54397064229069,0.4535258220362123,state_0_mean=-0.074011269;state_1_mean=-0.020526262;state_2_mean=0.034870883;state_3_mean=1.5034391;state_4_mean=139.03682
interference,container,docker_cpu3-interf_io-run3,cap_2500us,gaussian_gmm,100001,99893,0.998920010799892,69908,29985,10,5,13.310533975742475,0.012134444963121948,,4,141996.41487304788,56674.53136299128,29985,11,-283870.125457016,1.8900960934797826,56674.53136299128,0.0,0.0,"component_0_mean=-0.019338252,weight=0.9803005;component_1_mean=0.12427114,weight=0.018010412;component_2_mean=4.464203,weight=0.0015889604;component_3_mean=96.13031,weight=0.0001001316"
interference,container,docker_cpu3-interf_io-run3,cap_2500us,gaussian_hmm,100001,99893,0.998920010799892,69908,29985,10,5,13.310533975742475,0.012134444963121948,,5,162505.7995360051,61745.808607654035,29985,34,-324632.3312694001,2.05922323187107,57487.28718259551,42.83275097316732,0.14202172503113314,state_0_mean=-0.051575033;state_1_mean=-0.031130938;state_2_mean=-0.0097847974;state_3_mean=0.13569716;state_4_mean=11.939529
interference,container,docker_cpu3-interf_io-run3,train_q_0.999,gaussian_gmm,100001,99790,0.997890021099789,69840,29950,77,37,13.310341350065336,0.0006384624714682801,,5,-60404.29425547537,-30276.884708275433,29950,14,120964.74398161792,-1.0109143475217173,-30276.884708275433,0.0,0.0,"component_0_mean=-0.5820858,weight=0.35773534;component_1_mean=0.018017734,weight=0.42176048;component_2_mean=0.67881526,weight=0.20370516;component_3_mean=2.7720406,weight=0.015827264;component_4_mean=19.018866,weight=0.00097174592"
interference,container,docker_cpu3-interf_io-run3,train_q_0.999,gaussian_hmm,100001,99790,0.997890021099789,69840,29950,77,37,13.310341350065336,0.0006384624714682801,,5,-34184.37357482719,-17249.352845390567,29950,34,68747.98186413183,-0.5759383253886667,-31663.311848233996,14.555101042521702,0.4812674124488624,state_0_mean=-0.67293667;state_1_mean=-0.1296002;state_2_mean=0.1509335;state_3_mean=0.76459915;state_4_mean=4.1380176
interference,container,docker_cpu3-interf_io-run3,train_q_0.9995,gaussian_gmm,100001,99852,0.998510014899851,69875,29977,43,13,13.310369719729739,0.001463192098673237,,5,-3612.589879092863,-5668.927934392004,29977,14,7381.34224313213,-0.18910924823671496,-5668.927934392004,0.0,0.0,"component_0_mean=-0.17884042,weight=0.58579627;component_1_mean=0.14785305,weight=0.39723512;component_2_mean=1.2176891,weight=0.015628006;component_3_mean=12.294444,weight=0.0010214086;component_4_mean=45.251825,weight=0.00031918981"
interference,container,docker_cpu3-interf_io-run3,train_q_0.9995,gaussian_hmm,100001,99852,0.998510014899851,69875,29977,43,13,13.310369719729739,0.001463192098673237,,5,22484.228983696386,6880.365587625828,29977,34,-44589.206218237225,0.22952148606017372,-7226.733111434051,16.669258465951092,0.47059741465323013,state_0_mean=-0.3129715;state_1_mean=-0.074240074;state_2_mean=0.05325382;state_3_mean=0.31466521;state_4_mean=3.6565746
interference,container,docker_cpu3-interf_io-run3,train_q_0.9999,gaussian_gmm,100001,99887,0.998860011399886,69903,29984,15,6,13.310446312576925,0.006248910489082423,,5,95698.46179246694,36687.76736558164,29984,14,-191240.7554910933,1.2235781538681176,36687.76736558164,0.0,0.0,"component_0_mean=-0.023572479,weight=0.97985762;component_1_mean=0.24930101,weight=0.018497597;component_2_mean=7.8641569,weight=0.0015875569;component_3_mean=46.71598,weight=2.8611051e-05;component_4_mean=163.04225,weight=2.8611075e-05"
interference,container,docker_cpu3-interf_io-run3,train_q_0.9999,gaussian_hmm,100001,99887,0.998860011399886,69903,29984,15,6,13.310446312576925,0.006248910489082423,,5,116150.28146225211,41797.28875954558,29984,34,-231921.29755374853,1.3939864180744925,37623.659892062795,15.373869028877422,0.13919519968926056,state_0_mean=-0.08503579;state_1_mean=-0.0051112909;state_2_mean=0.2745129;state_3_mean=10.06914;state_4_mean=163.04225
interference,container,docker_cpu3-interf_io-run4,base_stable,gaussian_gmm,100001,97442,0.974410255897441,67643,29799,38,6,13.309930689796644,0.002303675851243654,,5,73214.2206389515,-6024944.74621913,29799,14,-146272.73328974025,-202.18613866972484,-6024944.74621913,0.0,0.0,"component_0_mean=-0.047440072,weight=0.60890499;component_1_mean=0.025517057,weight=0.31164421;component_2_mean=0.20926413,weight=0.079421233;component_3_mean=35.721984,weight=1.4783496e-05;component_4_mean=256.10606,weight=1.4783496e-05"
interference,container,docker_cpu3-interf_io-run4,base_stable,gaussian_hmm,100001,97442,0.974410255897441,67643,29799,38,6,13.309930689796644,0.002303675851243654,,5,88526.00278478867,-6107389.268941329,29799,34,-176673.85759832492,-204.95282623381084,-6136605.155765492,179.08870084914935,0.9804317871124091,state_0_mean=-0.031454324;state_1_mean=0.096973814;state_2_mean=0.37392422;state_3_mean=35.721984;state_4_mean=256.10606
interference,container,docker_cpu3-interf_io-run4,cap_1000us,gaussian_gmm,100001,97440,0.974390256097439,67642,29798,39,7,13.309921967621774,0.00040111508381052315,,5,-44068.306990815894,-73029.35515743497,29798,14,88292.32176282408,-2.4508139860874882,-73029.35515743497,0.0,0.0,"component_0_mean=-0.26263043,weight=0.59279952;component_1_mean=0.14918468,weight=0.33679046;component_2_mean=1.4209427,weight=0.070051322;component_3_mean=8.347969,weight=0.00034391455;component_4_mean=205.1795,weight=1.4783714e-05"
interference,container,docker_cpu3-interf_io-run4,cap_1000us,gaussian_hmm,100001,97440,0.974390256097439,67642,29798,39,7,13.309921967621774,0.00040111508381052315,,5,-28075.17675649655,-80094.52582221081,29798,34,56528.500981602956,-2.6879161629039134,-112519.76492490659,89.8441688450245,1.0881683033322966,state_0_mean=-0.1588572;state_1_mean=0.58486884;state_2_mean=2.1441635;state_3_mean=3.5750503;state_4_mean=205.1795
interference,container,docker_cpu3-interf_io-run4,cap_1500us,gaussian_gmm,100001,97441,0.9744002559974401,67643,29798,38,7,13.309930689796644,0.002303675851243654,,5,73214.2206389515,-897071.1965295423,29798,14,-146272.73328974025,-30.10508076144514,-897071.1965295423,0.0,0.0,"component_0_mean=-0.047440072,weight=0.60890499;component_1_mean=0.025517057,weight=0.31164421;component_2_mean=0.20926413,weight=0.079421233;component_3_mean=35.721984,weight=1.4783496e-05;component_4_mean=256.10606,weight=1.4783496e-05"
interference,container,docker_cpu3-interf_io-run4,cap_1500us,gaussian_hmm,100001,97441,0.9744002559974401,67643,29798,38,7,13.309930689796644,0.002303675851243654,,5,88526.00278478867,-726990.9262782829,29798,34,-176673.85759832492,-24.397306070148428,-756247.9153249757,156.34849558527605,0.9818440515032166,state_0_mean=-0.031454324;state_1_mean=0.096973814;state_2_mean=0.37392422;state_3_mean=35.721984;state_4_mean=256.10606
interference,container,docker_cpu3-interf_io-run4,cap_2000us,gaussian_gmm,100001,97441,0.9744002559974401,67643,29798,38,7,13.309930689796644,0.002303675851243654,,5,73214.2206389515,-897071.1965295423,29798,14,-146272.73328974025,-30.10508076144514,-897071.1965295423,0.0,0.0,"component_0_mean=-0.047440072,weight=0.60890499;component_1_mean=0.025517057,weight=0.31164421;component_2_mean=0.20926413,weight=0.079421233;component_3_mean=35.721984,weight=1.4783496e-05;component_4_mean=256.10606,weight=1.4783496e-05"
interference,container,docker_cpu3-interf_io-run4,cap_2000us,gaussian_hmm,100001,97441,0.9744002559974401,67643,29798,38,7,13.309930689796644,0.002303675851243654,,5,88526.00278478867,-726990.9262782829,29798,34,-176673.85759832492,-24.397306070148428,-756286.281441323,111.29357414834114,0.9831315914839958,state_0_mean=-0.031454324;state_1_mean=0.096973814;state_2_mean=0.37392422;state_3_mean=35.721984;state_4_mean=256.10606
interference,container,docker_cpu3-interf_io-run4,cap_2500us,gaussian_gmm,100001,97441,0.9744002559974401,67643,29798,38,7,13.309930689796644,0.002303675851243654,,5,73214.2206389515,-897071.1965295423,29798,14,-146272.73328974025,-30.10508076144514,-897071.1965295423,0.0,0.0,"component_0_mean=-0.047440072,weight=0.60890499;component_1_mean=0.025517057,weight=0.31164421;component_2_mean=0.20926413,weight=0.079421233;component_3_mean=35.721984,weight=1.4783496e-05;component_4_mean=256.10606,weight=1.4783496e-05"
interference,container,docker_cpu3-interf_io-run4,cap_2500us,gaussian_hmm,100001,97441,0.9744002559974401,67643,29798,38,7,13.309930689796644,0.002303675851243654,,5,88526.00278478867,-726990.9262782829,29798,34,-176673.85759832492,-24.397306070148428,-756175.43754252,189.01041981362127,0.979411747910501,state_0_mean=-0.031454324;state_1_mean=0.096973814;state_2_mean=0.37392422;state_3_mean=35.721984;state_4_mean=256.10606
interference,container,docker_cpu3-interf_io-run4,train_q_0.999,gaussian_gmm,100001,96853,0.9685203147968521,67575,29278,101,488,13.309918637342095,0.00022867650975900644,,4,-81349.9406456184,-63309.832541649106,29278,11,162822.2122183194,-2.162368759534432,-63309.832541649106,0.0,0.0,"component_0_mean=-0.68055218,weight=0.39755567;component_1_mean=0.011074524,weight=0.42896796;component_2_mean=0.96493567,weight=0.13112679;component_3_mean=3.2887654,weight=0.042349584"
interference,container,docker_cpu3-interf_io-run4,train_q_0.999,gaussian_hmm,100001,96853,0.9685203147968521,67575,29278,101,488,13.309918637342095,0.00022867650975900644,,5,-64620.35404502612,-39610.41424815602,29278,34,129618.82186467116,-1.352907105955189,-78102.15760531428,207.5270195340436,1.3146985230261035,state_0_mean=-0.32156197;state_1_mean=0.41563145;state_2_mean=0.72139016;state_3_mean=1.4262434;state_4_mean=3.7334792
interference,container,docker_cpu3-interf_io-run4,train_q_0.9995,gaussian_gmm,100001,97018,0.9701702982970171,67610,29408,70,370,13.309919357780247,0.00023080022502913373,,4,-80986.3889301152,-63905.019031028016,29408,11,162095.1144832113,-2.173048797301007,-63905.019031028016,0.0,0.0,"component_0_mean=-0.67501685,weight=0.40113918;component_1_mean=0.01426703,weight=0.42854394;component_2_mean=0.97002176,weight=0.12689562;component_3_mean=3.260388,weight=0.043421257"
interference,container,docker_cpu3-interf_io-run4,train_q_0.9995,gaussian_hmm,100001,97018,0.9701702982970171,67610,29408,70,370,13.309919357780247,0.00023080022502913373,,5,-64153.70119604302,-40077.384968676015,29408,34,128685.53377220892,-1.362805528042574,-78952.21252391013,118.21191736779016,1.3219133417857085,state_0_mean=-0.32127718;state_1_mean=0.42344135;state_2_mean=0.7057739;state_3_mean=1.4077228;state_4_mean=3.7359885
interference,container,docker_cpu3-interf_io-run4,train_q_0.9999,gaussian_gmm,100001,97311,0.9731002689973101,67636,29675,44,127,13.309920145897534,0.000234439576583107,,4,-80317.77842507415,-67528.0628653732,29675,11,160757.89770245954,-2.2755876281507397,-67528.0628653732,0.0,0.0,"component_0_mean=-0.662048,weight=0.40448627;component_1_mean=0.012391992,weight=0.42559268;component_2_mean=0.9397545,weight=0.11794407;component_3_mean=2.9181557,weight=0.051976977"
interference,container,docker_cpu3-interf_io-run4,train_q_0.9999,gaussian_hmm,100001,97311,0.9731002689973101,67636,29675,44,127,13.309920145897534,0.000234439576583107,,5,-63640.0120199923,-42688.477625559804,29675,34,127658.16849258298,-1.4385333656464971,-73848.04570592959,125.47210873356799,1.0500275679989817,state_0_mean=-0.2717964;state_1_mean=0.64924409;state_2_mean=1.3671437;state_3_mean=2.3278568;state_4_mean=3.6779568
interference,container,docker_cpu3-interf_io-run5,base_stable,gaussian_gmm,100001,97630,0.9762902370976291,68345,29285,40,15,13.314162233452633,0.005720981926400301,,5,90248.64770230607,41911.34119874864,29285,14,-180341.44287299993,1.4311538739541962,41911.34119874864,0.0,0.0,"component_0_mean=-0.061488296,weight=0.79926676;component_1_mean=0.10025449,weight=0.132953;component_2_mean=0.39995939,weight=0.06676888;component_3_mean=5.4944636,weight=0.00099672586;component_4_mean=248.44096,weight=1.4631648e-05"
interference,container,docker_cpu3-interf_io-run5,base_stable,gaussian_hmm,100001,97630,0.9762902370976291,68345,29285,40,15,13.314162233452633,0.005720981926400301,,5,109290.99573473545,49643.81387796608,29285,34,-218203.49246412696,1.6951959664663165,27941.64614835589,122.53663083535156,0.7410677046136313,state_0_mean=-0.059451991;state_1_mean=0.13252821;state_2_mean=0.40420344;state_3_mean=0.90635018;state_4_mean=248.44096
interference,container,docker_cpu3-interf_io-run5,cap_1000us,gaussian_gmm,100001,97629,0.976280237197628,68344,29285,41,15,13.314141436802595,0.0017805682998153249,,5,11594.213196734143,8254.53781154646,29285,14,-23032.574066700647,0.28186914159284476,8254.53781154646,0.0,0.0,"component_0_mean=-0.18642724,weight=0.79312222;component_1_mean=0.34788081,weight=0.14985077;component_2_mean=1.3012786,weight=0.045581153;component_3_mean=1.8323505,weight=0.010806809;component_4_mean=25.997854,weight=0.00063904268"
interference,container,docker_cpu3-interf_io-run5,cap_1000us,gaussian_hmm,100001,97629,0.976280237197628,68344,29285,41,15,13.314141436802595,0.0017805682998153249,,5,29580.898410176633,15467.678737160999,29285,34,-58783.298312488994,0.5281775221840874,-6157.192841387341,182.2420774762311,0.7384282594689547,state_0_mean=-0.17934022;state_1_mean=0.43669829;state_2_mean=1.3102805;state_3_mean=2.8046044;state_4_mean=84.864159
interference,container,docker_cpu3-interf_io-run5,cap_1500us,gaussian_gmm,100001,97629,0.976280237197628,68344,29285,41,15,13.314141436802595,0.0017805682998153249,,5,11594.213196734143,8254.53781154646,29285,14,-23032.574066700647,0.28186914159284476,8254.53781154646,0.0,0.0,"component_0_mean=-0.18642724,weight=0.79312222;component_1_mean=0.34788081,weight=0.14985077;component_2_mean=1.3012786,weight=0.045581153;component_3_mean=1.8323505,weight=0.010806809;component_4_mean=25.997854,weight=0.00063904268"
interference,container,docker_cpu3-interf_io-run5,cap_1500us,gaussian_hmm,100001,97629,0.976280237197628,68344,29285,41,15,13.314141436802595,0.0017805682998153249,,5,29580.898410176633,15467.678737160999,29285,34,-58783.298312488994,0.5281775221840874,-6196.588529148041,180.16620280234469,0.739773510886428,state_0_mean=-0.17934022;state_1_mean=0.43669829;state_2_mean=1.3102805;state_3_mean=2.8046044;state_4_mean=84.864159
interference,container,docker_cpu3-interf_io-run5,cap_2000us,gaussian_gmm,100001,97629,0.976280237197628,68344,29285,41,15,13.314141436802595,0.0017805682998153249,,5,11594.213196734143,8254.53781154646,29285,14,-23032.574066700647,0.28186914159284476,8254.53781154646,0.0,0.0,"component_0_mean=-0.18642724,weight=0.79312222;component_1_mean=0.34788081,weight=0.14985077;component_2_mean=1.3012786,weight=0.045581153;component_3_mean=1.8323505,weight=0.010806809;component_4_mean=25.997854,weight=0.00063904268"
interference,container,docker_cpu3-interf_io-run5,cap_2000us,gaussian_hmm,100001,97629,0.976280237197628,68344,29285,41,15,13.314141436802595,0.0017805682998153249,,5,29580.898410176633,15467.678737160999,29285,34,-58783.298312488994,0.5281775221840874,-6149.854665946069,174.06470983284657,0.7381776815129611,state_0_mean=-0.17934022;state_1_mean=0.43669829;state_2_mean=1.3102805;state_3_mean=2.8046044;state_4_mean=84.864159
interference,container,docker_cpu3-interf_io-run5,cap_2500us,gaussian_gmm,100001,97629,0.976280237197628,68344,29285,41,15,13.314141436802595,0.0017805682998153249,,5,11594.213196734143,8254.53781154646,29285,14,-23032.574066700647,0.28186914159284476,8254.53781154646,0.0,0.0,"component_0_mean=-0.18642724,weight=0.79312222;component_1_mean=0.34788081,weight=0.14985077;component_2_mean=1.3012786,weight=0.045581153;component_3_mean=1.8323505,weight=0.010806809;component_4_mean=25.997854,weight=0.00063904268"
interference,container,docker_cpu3-interf_io-run5,cap_2500us,gaussian_hmm,100001,97629,0.976280237197628,68344,29285,41,15,13.314141436802595,0.0017805682998153249,,5,29580.898410176633,15467.678737160999,29285,34,-58783.298312488994,0.5281775221840874,-6277.947006647832,130.86599853653354,0.7425516730001307,state_0_mean=-0.17934022;state_1_mean=0.43669829;state_2_mean=1.3102805;state_3_mean=2.8046044;state_4_mean=84.864159
interference,container,docker_cpu3-interf_io-run5,train_q_0.999,gaussian_gmm,100001,97551,0.9755002449975501,68276,29275,102,21,13.314109923480276,0.0007503774223484381,,5,-46281.79700816817,-16771.53283140117,29275,14,92719.43240663673,-0.5728960830538402,-16771.53283140117,0.0,0.0,"component_0_mean=-0.47671927,weight=0.5644019;component_1_mean=-0.18628872,weight=0.25636554;component_2_mean=1.0434296,weight=0.12285598;component_3_mean=3.1244884,weight=0.046664826;component_4_mean=4.4095011,weight=0.0097117572"
interference,container,docker_cpu3-interf_io-run5,train_q_0.999,gaussian_hmm,100001,97551,0.9755002449975501,68276,29275,102,21,13.314109923480276,0.0007503774223484381,,5,-25154.893078326215,-8905.888996597509,29275,34,50688.25081881049,-0.304214824819727,-29557.613292194488,141.75074652816036,0.7054389170144143,state_0_mean=-0.44794065;state_1_mean=-0.2215005;state_2_mean=0.99036983;state_3_mean=2.9583732;state_4_mean=3.149599
interference,container,docker_cpu3-interf_io-run5,train_q_0.9995,gaussian_gmm,100001,97589,0.975880241197588,68310,29279,70,17,13.314112637929604,0.000760100595547114,,5,-45742.04547711482,-16439.620313338874,29279,14,91639.93631449781,-0.5614816186802444,-16439.620313338874,0.0,0.0,"component_0_mean=-0.4688615,weight=0.58609092;component_1_mean=-0.17155124,weight=0.236257;component_2_mean=1.0338724,weight=0.11982844;component_3_mean=3.0812528,weight=0.044355971;component_4_mean=4.0665074,weight=0.01346767"
interference,container,docker_cpu3-interf_io-run5,train_q_0.9995,gaussian_hmm,100001,97589,0.975880241197588,68310,29279,70,17,13.314112637929604,0.000760100595547114,,5,-23838.765699707314,-8137.135151406517,29279,34,48056.01298863731,-0.277917112995885,-31674.560535747634,117.91160144304683,0.8039012734157969,state_0_mean=-0.3866157;state_1_mean=-0.37716697;state_2_mean=0.9743919;state_3_mean=3.0036166;state_4_mean=3.1059184
interference,container,docker_cpu3-interf_io-run5,train_q_0.9999,gaussian_gmm,100001,97621,0.97620023799762,68338,29283,47,17,13.314130722781629,0.0013417185926454926,,5,-7658.788250442075,-3.6369229567374073,29283,14,15473.427598521399,-0.0001241991242952364,-3.6369229567374073,0.0,0.0,"component_0_mean=-0.23939903,weight=0.79325802;component_1_mean=0.46997758,weight=0.14980801;component_2_mean=1.7345207,weight=0.045316074;component_3_mean=2.4231473,weight=0.011053139;component_4_mean=24.990776,weight=0.00056475812"
interference,container,docker_cpu3-interf_io-run5,train_q_0.9999,gaussian_hmm,100001,97621,0.97620023799762,68338,29283,47,17,13.314130722781629,0.0013417185926454926,,5,12856.73177928543,6066.086129376586,29283,34,-25334.96803573754,0.2071538479451076,-14147.189172463946,77.5419885532958,0.6902733771075549,state_0_mean=-0.23001436;state_1_mean=0.539156;state_2_mean=1.702046;state_3_mean=1.7459572;state_4_mean=38.377681
interference,container,docker_cpu3-interf_io-run6,base_stable,gaussian_gmm,100001,97217,0.9721602783972161,68259,28958,44,18,13.309937635104557,0.0015830096305509416,,5,52112.65900151216,24453.23959733508,28958,14,-104069.48309900954,0.8444381379009283,24453.23959733508,0.0,0.0,"component_0_mean=-0.045718705,weight=0.76185683;component_1_mean=0.10041783,weight=0.23133923;component_2_mean=0.67209153,weight=0.0067453418;component_3_mean=74.476872,weight=2.9300166e-05;component_4_mean=166.71759,weight=2.9300166e-05"
interference,container,docker_cpu3-interf_io-run6,base_stable,gaussian_hmm,100001,97217,0.9721602783972161,68259,28958,44,18,13.309937635104557,0.0015830096305509416,,5,64734.39092195272,29188.061487441595,28958,34,-129090.32564844094,1.0079446607998341,21020.737428613254,32.85940514501024,0.28204033630873476,state_0_mean=-0.040362533;state_1_mean=0.13582233;state_2_mean=0.62175981;state_3_mean=74.476872;state_4_mean=166.71759
interference,container,docker_cpu3-interf_io-run6,cap_1000us,gaussian_gmm,100001,97217,0.9721602783972161,68259,28958,44,18,13.309937635104557,0.0015830096305509416,,5,52112.65900151216,24453.23959733508,28958,14,-104069.48309900954,0.8444381379009283,24453.23959733508,0.0,0.0,"component_0_mean=-0.045718705,weight=0.76185683;component_1_mean=0.10041783,weight=0.23133923;component_2_mean=0.67209153,weight=0.0067453418;component_3_mean=74.476872,weight=2.9300166e-05;component_4_mean=166.71759,weight=2.9300166e-05"
interference,container,docker_cpu3-interf_io-run6,cap_1000us,gaussian_hmm,100001,97217,0.9721602783972161,68259,28958,44,18,13.309937635104557,0.0015830096305509416,,5,64734.39092195272,29188.061487441595,28958,34,-129090.32564844094,1.0079446607998341,21017.384671831558,33.593184058197,0.28215611629290827,state_0_mean=-0.040362533;state_1_mean=0.13582233;state_2_mean=0.62175981;state_3_mean=74.476872;state_4_mean=166.71759
interference,container,docker_cpu3-interf_io-run6,cap_1500us,gaussian_gmm,100001,97217,0.9721602783972161,68259,28958,44,18,13.309937635104557,0.0015830096305509416,,5,52112.65900151216,24453.23959733508,28958,14,-104069.48309900954,0.8444381379009283,24453.23959733508,0.0,0.0,"component_0_mean=-0.045718705,weight=0.76185683;component_1_mean=0.10041783,weight=0.23133923;component_2_mean=0.67209153,weight=0.0067453418;component_3_mean=74.476872,weight=2.9300166e-05;component_4_mean=166.71759,weight=2.9300166e-05"
interference,container,docker_cpu3-interf_io-run6,cap_1500us,gaussian_hmm,100001,97217,0.9721602783972161,68259,28958,44,18,13.309937635104557,0.0015830096305509416,,5,64734.39092195272,29188.061487441595,28958,34,-129090.32564844094,1.0079446607998341,21030.082821898148,36.97933643329558,0.28171761397691303,state_0_mean=-0.040362533;state_1_mean=0.13582233;state_2_mean=0.62175981;state_3_mean=74.476872;state_4_mean=166.71759
interference,container,docker_cpu3-interf_io-run6,cap_2000us,gaussian_gmm,100001,97217,0.9721602783972161,68259,28958,44,18,13.309937635104557,0.0015830096305509416,,5,52112.65900151216,24453.23959733508,28958,14,-104069.48309900954,0.8444381379009283,24453.23959733508,0.0,0.0,"component_0_mean=-0.045718705,weight=0.76185683;component_1_mean=0.10041783,weight=0.23133923;component_2_mean=0.67209153,weight=0.0067453418;component_3_mean=74.476872,weight=2.9300166e-05;component_4_mean=166.71759,weight=2.9300166e-05"
interference,container,docker_cpu3-interf_io-run6,cap_2000us,gaussian_hmm,100001,97217,0.9721602783972161,68259,28958,44,18,13.309937635104557,0.0015830096305509416,,5,64734.39092195272,29188.061487441595,28958,34,-129090.32564844094,1.0079446607998341,21009.452365600555,38.418047383400506,0.2824300408122467,state_0_mean=-0.040362533;state_1_mean=0.13582233;state_2_mean=0.62175981;state_3_mean=74.476872;state_4_mean=166.71759
interference,container,docker_cpu3-interf_io-run6,cap_2500us,gaussian_gmm,100001,97217,0.9721602783972161,68259,28958,44,18,13.309937635104557,0.0015830096305509416,,5,52112.65900151216,24453.23959733508,28958,14,-104069.48309900954,0.8444381379009283,24453.23959733508,0.0,0.0,"component_0_mean=-0.045718705,weight=0.76185683;component_1_mean=0.10041783,weight=0.23133923;component_2_mean=0.67209153,weight=0.0067453418;component_3_mean=74.476872,weight=2.9300166e-05;component_4_mean=166.71759,weight=2.9300166e-05"
interference,container,docker_cpu3-interf_io-run6,cap_2500us,gaussian_hmm,100001,97217,0.9721602783972161,68259,28958,44,18,13.309937635104557,0.0015830096305509416,,5,64734.39092195272,29188.061487441595,28958,34,-129090.32564844094,1.0079446607998341,21017.994685255737,45.59196935470238,0.282135050838658,state_0_mean=-0.040362533;state_1_mean=0.13582233;state_2_mean=0.62175981;state_3_mean=74.476872;state_4_mean=166.71759
interference,container,docker_cpu3-interf_io-run6,train_q_0.999,gaussian_gmm,100001,97145,0.971440285597144,68191,28954,107,22,13.309923693187487,0.00019417435956007274,,4,-89570.46318141781,-36229.07392102615,28954,11,179263.3571094091,-1.251263173344828,-36229.07392102615,0.0,0.0,"component_0_mean=-0.76035717,weight=0.37466922;component_1_mean=0.027542541,weight=0.4213685;component_2_mean=1.0866627,weight=0.17529653;component_3_mean=2.8880692,weight=0.02866575"
interference,container,docker_cpu3-interf_io-run6,train_q_0.999,gaussian_hmm,100001,97145,0.971440285597144,68191,28954,107,22,13.309923693187487,0.00019417435956007274,,5,-76017.34232834206,-31203.8380100426,28954,34,152413.1069642748,-1.0777038754590937,-38086.898046257484,16.83010407894721,0.23772397721264363,state_0_mean=-0.46528147;state_1_mean=-0.34616725;state_2_mean=0.012673245;state_3_mean=1.2091712;state_4_mean=4.4602768
interference,container,docker_cpu3-interf_io-run6,train_q_0.9995,gaussian_gmm,100001,97178,0.971770282297177,68224,28954,77,22,13.309924326836132,0.00019625800414971265,,4,-89093.71961495765,-35932.31168590633,28954,11,178309.87529848423,-1.2410137350938153,-35932.31168590633,0.0,0.0,"component_0_mean=-0.74127094,weight=0.38671686;component_1_mean=0.048121608,weight=0.42268761;component_2_mean=1.13698,weight=0.1665001;component_3_mean=3.1962176,weight=0.024095443"
interference,container,docker_cpu3-interf_io-run6,train_q_0.9995,gaussian_hmm,100001,97178,0.971770282297177,68224,28954,77,22,13.309924326836132,0.00019625800414971265,,5,-75413.31889028441,-30991.789726460327,28954,34,151205.07653796373,-1.0703802488934284,-37764.19311258979,18.018651803013174,0.2339021684786027,state_0_mean=-0.30459836;state_1_mean=0.21525591;state_2_mean=1.0806257;state_3_mean=1.7148462;state_4_mean=4.531174
interference,container,docker_cpu3-interf_io-run6,train_q_0.9999,gaussian_gmm,100001,97210,0.972090279097209,68252,28958,50,18,13.309925798649779,0.00021338425667051644,,5,-83716.05304741321,-33565.06260106627,28958,14,167587.93956305948,-1.1590946405506688,-33565.06260106627,0.0,0.0,"component_0_mean=-0.67465669,weight=0.39850048;component_1_mean=0.056158424,weight=0.42194974;component_2_mean=1.0867371,weight=0.15708251;component_3_mean=3.0746713,weight=0.022051106;component_4_mean=15.973381,weight=0.00041617339"
interference,container,docker_cpu3-interf_io-run6,train_q_0.9999,gaussian_hmm,100001,97210,0.972090279097209,68252,28958,50,18,13.309925798649779,0.00021338425667051644,,5,-70207.2464296597,-28604.647188290935,28958,34,140792.9455678854,-0.9877977480589452,-36348.74701153005,21.93365273920437,0.26742523044544225,state_0_mean=-0.39724544;state_1_mean=-0.12818317;state_2_mean=1.0892784;state_3_mean=4.1633288;state_4_mean=6.416097
interference,container,docker_cpu3-interf_io-run7,base_stable,gaussian_gmm,100001,94586,0.945850541494585,66099,28487,40,17,13.305623864439102,0.0053436022889246605,,5,83534.53292415765,37078.089762863165,28487,14,-166913.68112375546,1.3015793085569967,37078.089762863165,0.0,0.0,"component_0_mean=-0.065718103,weight=0.78905935;component_1_mean=0.14268186,weight=0.15547929;component_2_mean=0.43356029,weight=0.042244437;component_3_mean=0.56935565,weight=0.013201792;component_4_mean=253.77939,weight=1.5128822e-05"
