condition,environment,run,sensitivity,model,n_total,n_kept,kept_fraction,n_train,n_test,train_segments,test_segments,standardization_center_log_ns,standardization_scale_log_ns,reason,order,train_loglik,test_loglik,scored_test_observations,parameters_count,train_bic,test_loglik_per_obs,shuffled_test_loglik_mean,shuffled_test_loglik_sd,temporal_gain_per_obs,parameters
interference,container,docker_cpu3-interf_io-run7,base_stable,gaussian_hmm,100001,94586,0.945850541494585,66099,28487,40,17,13.305623864439102,0.0053436022889246605,,5,105050.64334663167,46097.235445126214,28487,34,-209723.92379076083,1.6181849771870052,22921.34095442657,107.38366065465341,0.8135603780917486,state_0_mean=-0.064745279;state_1_mean=0.16243187;state_2_mean=0.43413409;state_3_mean=0.50764211;state_4_mean=253.77939
interference,container,docker_cpu3-interf_io-run7,cap_1000us,gaussian_gmm,100001,94585,0.9458405415945841,66098,28487,41,17,13.305603347992243,0.000855220377449751,,5,-37173.26746522001,-15477.693843072584,28487,14,74501.91944319475,-0.5433248093190783,-15477.693843072584,0.0,0.0,"component_0_mean=-0.38675294,weight=0.78892165;component_1_mean=0.90892352,weight=0.15459852;component_2_mean=2.7304776,weight=0.04048511;component_3_mean=3.3052377,weight=0.015979594;component_4_mean=81.927973,weight=1.5129051e-05"
interference,container,docker_cpu3-interf_io-run7,cap_1000us,gaussian_hmm,100001,94585,0.9458405415945841,66098,28487,41,17,13.305603347992243,0.000855220377449751,,5,-15499.054978765362,-5679.502286686603,28487,34,31375.472345649385,-0.19937172347690535,-28212.760180633486,88.34850802226653,0.7910014355301325,state_0_mean=-0.38062965;state_1_mean=1.0165876;state_2_mean=2.7360258;state_3_mean=2.763823;state_4_mean=22.292401
interference,container,docker_cpu3-interf_io-run7,cap_1500us,gaussian_gmm,100001,94585,0.9458405415945841,66098,28487,41,17,13.305603347992243,0.000855220377449751,,5,-37173.26746522001,-15477.693843072584,28487,14,74501.91944319475,-0.5433248093190783,-15477.693843072584,0.0,0.0,"component_0_mean=-0.38675294,weight=0.78892165;component_1_mean=0.90892352,weight=0.15459852;component_2_mean=2.7304776,weight=0.04048511;component_3_mean=3.3052377,weight=0.015979594;component_4_mean=81.927973,weight=1.5129051e-05"
interference,container,docker_cpu3-interf_io-run7,cap_1500us,gaussian_hmm,100001,94585,0.9458405415945841,66098,28487,41,17,13.305603347992243,0.000855220377449751,,5,-15499.054978765362,-5679.502286686603,28487,34,31375.472345649385,-0.19937172347690535,-28199.389134089415,103.80115848259048,0.790532061902019,state_0_mean=-0.38062965;state_1_mean=1.0165876;state_2_mean=2.7360258;state_3_mean=2.763823;state_4_mean=22.292401
interference,container,docker_cpu3-interf_io-run7,cap_2000us,gaussian_gmm,100001,94585,0.9458405415945841,66098,28487,41,17,13.305603347992243,0.000855220377449751,,5,-37173.26746522001,-15477.693843072584,28487,14,74501.91944319475,-0.5433248093190783,-15477.693843072584,0.0,0.0,"component_0_mean=-0.38675294,weight=0.78892165;component_1_mean=0.90892352,weight=0.15459852;component_2_mean=2.7304776,weight=0.04048511;component_3_mean=3.3052377,weight=0.015979594;component_4_mean=81.927973,weight=1.5129051e-05"
interference,container,docker_cpu3-interf_io-run7,cap_2000us,gaussian_hmm,100001,94585,0.9458405415945841,66098,28487,41,17,13.305603347992243,0.000855220377449751,,5,-15499.054978765362,-5679.502286686603,28487,34,31375.472345649385,-0.19937172347690535,-28131.820340903265,112.57428833782106,0.7881601451264318,state_0_mean=-0.38062965;state_1_mean=1.0165876;state_2_mean=2.7360258;state_3_mean=2.763823;state_4_mean=22.292401
interference,container,docker_cpu3-interf_io-run7,cap_2500us,gaussian_gmm,100001,94586,0.945850541494585,66099,28487,40,17,13.305623864439102,0.0053436022889246605,,5,83534.53292415765,37078.089762863165,28487,14,-166913.68112375546,1.3015793085569967,37078.089762863165,0.0,0.0,"component_0_mean=-0.065718103,weight=0.78905935;component_1_mean=0.14268186,weight=0.15547929;component_2_mean=0.43356029,weight=0.042244437;component_3_mean=0.56935565,weight=0.013201792;component_4_mean=253.77939,weight=1.5128822e-05"
interference,container,docker_cpu3-interf_io-run7,cap_2500us,gaussian_hmm,100001,94586,0.945850541494585,66099,28487,40,17,13.305623864439102,0.0053436022889246605,,5,105050.64334663167,46097.235445126214,28487,34,-209723.92379076083,1.6181849771870052,22927.727944339487,116.5706645017313,0.8133361709125821,state_0_mean=-0.064745279;state_1_mean=0.16243187;state_2_mean=0.43413409;state_3_mean=0.50764211;state_4_mean=253.77939
interference,container,docker_cpu3-interf_io-run7,train_q_0.999,gaussian_gmm,100001,94503,0.945020549794502,66032,28471,105,33,13.305595808686004,0.0007761811065291135,,4,-42776.52138831487,-17305.67854794964,28471,11,85675.11961890165,-0.6078352902233726,-17305.67854794964,0.0,0.0,"component_0_mean=-0.41645617,weight=0.78998477;component_1_mean=1.0218526,weight=0.15940783;component_2_mean=3.0190849,weight=0.042484241;component_3_mean=4.6581877,weight=0.0081231595"
interference,container,docker_cpu3-interf_io-run7,train_q_0.999,gaussian_hmm,100001,94503,0.945020549794502,66032,28471,105,33,13.305595808686004,0.0007761811065291135,,5,-18677.994167488,-7768.327052613693,28471,34,37733.31675654374,-0.27285051640664865,-30789.421906835178,140.91922685606195,0.8085804802859571,state_0_mean=-0.41031047;state_1_mean=0.83353569;state_2_mean=1.834996;state_3_mean=3.0267892;state_4_mean=4.6967943
interference,container,docker_cpu3-interf_io-run7,train_q_0.9995,gaussian_gmm,100001,94543,0.945420545794542,66065,28478,72,26,13.305598470915289,0.0007850791726467794,,4,-42301.684592995894,-17051.584927453205,28478,11,84725.45152422512,-0.5987634288732778,-17051.584927453205,0.0,0.0,"component_0_mean=-0.41512679,weight=0.78959353;component_1_mean=1.0064385,weight=0.15925011;component_2_mean=2.9802202,weight=0.041861478;component_3_mean=4.5992595,weight=0.0092948815"
interference,container,docker_cpu3-interf_io-run7,train_q_0.9995,gaussian_hmm,100001,94543,0.945420545794542,66065,28478,72,26,13.305598470915289,0.0007850791726467794,,5,-18193.381921322452,-7525.220113339637,28478,34,36764.10925172975,-0.2642467909733702,-30498.350679076917,150.29718449917468,0.8066974705294361,state_0_mean=-0.40903462;state_1_mean=0.82105689;state_2_mean=1.8092216;state_3_mean=2.9887232;state_4_mean=4.7199901
interference,container,docker_cpu3-interf_io-run7,train_q_0.9999,gaussian_gmm,100001,94578,0.945770542294577,66092,28486,46,18,13.305601157944498,0.0007963872343179308,,4,-41641.26697069749,-16729.648597117317,28486,11,83404.62077428246,-0.587293709089283,-16729.648597117317,0.0,0.0,"component_0_mean=-0.41262096,weight=0.78930449;component_1_mean=0.98292277,weight=0.15791435;component_2_mean=2.9339029,weight=0.040743205;component_3_mean=4.2307289,weight=0.012037964"
interference,container,docker_cpu3-interf_io-run7,train_q_0.9999,gaussian_hmm,100001,94578,0.945770542294577,66092,28486,46,18,13.305601157944498,0.0007963872343179308,,5,-17551.206363266025,-7241.831821576491,28486,34,35479.77202818426,-0.25422424424547113,-30109.43250239973,160.0712749345706,0.8027662950510158,state_0_mean=-0.40660065;state_1_mean=0.80545919;state_2_mean=1.7779385;state_3_mean=2.9426827;state_4_mean=4.6763186
interference,container,docker_cpu3-interf_io-run8,base_stable,gaussian_gmm,100001,94744,0.9474305256947431,66522,28222,33,18,13.314167165637066,0.0013780331467548802,,5,-6532.000124648326,-524.5636365851406,28222,14,13219.474281282659,-0.018587046863622017,-524.5636365851406,0.0,0.0,"component_0_mean=-0.27061055,weight=0.79191277;component_1_mean=0.46011999,weight=0.12636912;component_2_mean=1.6450061,weight=0.06483454;component_3_mean=2.3693098,weight=0.016614588;component_4_mean=37.684235,weight=0.00026898958"
interference,container,docker_cpu3-interf_io-run8,base_stable,gaussian_hmm,100001,94744,0.9474305256947431,66522,28222,33,18,13.314167165637066,0.0013780331467548802,,5,15966.265411990375,8557.053878068791,28222,34,-31554.951032014735,0.30320508390861,-15686.826761334096,194.06502709276108,0.8590419048757313,state_0_mean=-0.26691332;state_1_mean=0.44555029;state_2_mean=1.374131;state_3_mean=1.6567169;state_4_mean=3.8894887
interference,container,docker_cpu3-interf_io-run8,cap_1000us,gaussian_gmm,100001,94744,0.9474305256947431,66522,28222,33,18,13.314167165637066,0.0013780331467548802,,5,-6532.000124648326,-524.5636365851406,28222,14,13219.474281282659,-0.018587046863622017,-524.5636365851406,0.0,0.0,"component_0_mean=-0.27061055,weight=0.79191277;component_1_mean=0.46011999,weight=0.12636912;component_2_mean=1.6450061,weight=0.06483454;component_3_mean=2.3693098,weight=0.016614588;component_4_mean=37.684235,weight=0.00026898958"
interference,container,docker_cpu3-interf_io-run8,cap_1000us,gaussian_hmm,100001,94744,0.9474305256947431,66522,28222,33,18,13.314167165637066,0.0013780331467548802,,5,15966.265411990375,8557.053878068791,28222,34,-31554.951032014735,0.30320508390861,-15671.48912607939,128.35480453876912,0.8584984410795897,state_0_mean=-0.26691332;state_1_mean=0.44555029;state_2_mean=1.374131;state_3_mean=1.6567169;state_4_mean=3.8894887
interference,container,docker_cpu3-interf_io-run8,cap_1500us,gaussian_gmm,100001,94744,0.9474305256947431,66522,28222,33,18,13.314167165637066,0.0013780331467548802,,5,-6532.000124648326,-524.5636365851406,28222,14,13219.474281282659,-0.018587046863622017,-524.5636365851406,0.0,0.0,"component_0_mean=-0.27061055,weight=0.79191277;component_1_mean=0.46011999,weight=0.12636912;component_2_mean=1.6450061,weight=0.06483454;component_3_mean=2.3693098,weight=0.016614588;component_4_mean=37.684235,weight=0.00026898958"
interference,container,docker_cpu3-interf_io-run8,cap_1500us,gaussian_hmm,100001,94744,0.9474305256947431,66522,28222,33,18,13.314167165637066,0.0013780331467548802,,5,15966.265411990375,8557.053878068791,28222,34,-31554.951032014735,0.30320508390861,-15646.891095033745,184.1202324424642,0.8576268504394635,state_0_mean=-0.26691332;state_1_mean=0.44555029;state_2_mean=1.374131;state_3_mean=1.6567169;state_4_mean=3.8894887
interference,container,docker_cpu3-interf_io-run8,cap_2000us,gaussian_gmm,100001,94744,0.9474305256947431,66522,28222,33,18,13.314167165637066,0.0013780331467548802,,5,-6532.000124648326,-524.5636365851406,28222,14,13219.474281282659,-0.018587046863622017,-524.5636365851406,0.0,0.0,"component_0_mean=-0.27061055,weight=0.79191277;component_1_mean=0.46011999,weight=0.12636912;component_2_mean=1.6450061,weight=0.06483454;component_3_mean=2.3693098,weight=0.016614588;component_4_mean=37.684235,weight=0.00026898958"
interference,container,docker_cpu3-interf_io-run8,cap_2000us,gaussian_hmm,100001,94744,0.9474305256947431,66522,28222,33,18,13.314167165637066,0.0013780331467548802,,5,15966.265411990375,8557.053878068791,28222,34,-31554.951032014735,0.30320508390861,-15632.23443207816,182.9345742242169,0.8571075157730476,state_0_mean=-0.26691332;state_1_mean=0.44555029;state_2_mean=1.374131;state_3_mean=1.6567169;state_4_mean=3.8894887
interference,container,docker_cpu3-interf_io-run8,cap_2500us,gaussian_gmm,100001,94744,0.9474305256947431,66522,28222,33,18,13.314167165637066,0.0013780331467548802,,5,-6532.000124648326,-524.5636365851406,28222,14,13219.474281282659,-0.018587046863622017,-524.5636365851406,0.0,0.0,"component_0_mean=-0.27061055,weight=0.79191277;component_1_mean=0.46011999,weight=0.12636912;component_2_mean=1.6450061,weight=0.06483454;component_3_mean=2.3693098,weight=0.016614588;component_4_mean=37.684235,weight=0.00026898958"
interference,container,docker_cpu3-interf_io-run8,cap_2500us,gaussian_hmm,100001,94744,0.9474305256947431,66522,28222,33,18,13.314167165637066,0.0013780331467548802,,5,15966.265411990375,8557.053878068791,28222,34,-31554.951032014735,0.30320508390861,-15664.543494671132,150.8452523625645,0.8582523340918405,state_0_mean=-0.26691332;state_1_mean=0.44555029;state_2_mean=1.374131;state_3_mean=1.6567169;state_4_mean=3.8894887
interference,container,docker_cpu3-interf_io-run8,train_q_0.999,gaussian_gmm,100001,94674,0.946730532694673,66456,28218,96,22,13.314147588322545,0.000858430598375101,,4,-37260.98095084857,-13761.954822423735,28218,11,74644.10915058585,-0.4877012836637513,-13761.954822423735,0.0,0.0,"component_0_mean=-0.41167083,weight=0.79211755;component_1_mean=0.76597343,weight=0.12908498;component_2_mean=2.6622143,weight=0.061653867;component_3_mean=3.6795191,weight=0.017143604"
interference,container,docker_cpu3-interf_io-run8,train_q_0.999,gaussian_hmm,100001,94674,0.946730532694673,66456,28218,96,22,13.314147588322545,0.000858430598375101,,5,-13374.126741932176,-3909.8054764349577,28218,34,27125.799525883995,-0.1385571435408235,-29878.350393904548,161.12989987263603,0.920282972481026,state_0_mean=-0.40856097;state_1_mean=-0.40188338;state_2_mean=0.73398163;state_3_mean=2.4663325;state_4_mean=2.6818829
interference,container,docker_cpu3-interf_io-run8,train_q_0.9995,gaussian_gmm,100001,94708,0.947070529294707,66488,28220,64,20,13.314151041787023,0.0008725727428629316,,4,-36487.9847759966,-13357.284873211,28220,11,73098.12209634476,-0.473326891325691,-13357.284873211,0.0,0.0,"component_0_mean=-0.40888751,weight=0.79222606;component_1_mean=0.74845588,weight=0.12734642;component_2_mean=2.6160746,weight=0.063215396;component_3_mean=3.6742695,weight=0.01721212"
interference,container,docker_cpu3-interf_io-run8,train_q_0.9995,gaussian_hmm,100001,94708,0.947070529294707,66488,28220,64,20,13.314151041787023,0.0008725727428629316,,5,-13542.400776730803,-3899.134772151986,28220,34,27462.363963275522,-0.13816919816272097,-24527.806440180066,175.60748757195705,0.7309947437288477,state_0_mean=-0.40904295;state_1_mean=-0.038269552;state_2_mean=0.77775934;state_3_mean=2.5126741;state_4_mean=2.6341592
interference,container,docker_cpu3-interf_io-run8,train_q_0.9999,gaussian_gmm,100001,94737,0.947360526394736,66515,28222,40,18,13.314157355281305,0.0009665298042114389,,5,-30021.950659481274,-10527.857313026052,28222,14,60199.3738776742,-0.37303725154227385,-10527.857313026052,0.0,0.0,"component_0_mean=-0.37559103,weight=0.79241395;component_1_mean=0.66919135,weight=0.12593287;component_2_mean=2.3551248,weight=0.064588301;component_3_mean=3.3592349,weight=0.016865732;component_4_mean=23.002507,weight=0.00019914893"
interference,container,docker_cpu3-interf_io-run8,train_q_0.9999,gaussian_hmm,100001,94737,0.947360526394736,66515,28222,40,18,13.314157355281305,0.0009665298042114389,,5,-6903.8718529474445,-1197.91364556106,28222,34,14185.319919908901,-0.04244609331589044,-25584.603778601704,161.70414849139425,0.8641021236283978,state_0_mean=-0.37035352;state_1_mean=0.64439129;state_2_mean=1.9601128;state_3_mean=2.3712542;state_4_mean=4.1336307
interference,container,docker_cpu3-interf_io-run9,base_stable,gaussian_gmm,100001,96077,0.960760392396076,67146,28931,37,19,13.309930823850767,0.0008769026225222623,,4,15329.832710276602,5065.03621087596,28931,11,-30537.404549600695,0.17507297400283295,5065.03621087596,0.0,0.0,"component_0_mean=-0.075716402,weight=0.71623386;component_1_mean=0.12802141,weight=0.27979346;component_2_mean=1.430175,weight=0.0036269293;component_3_mean=38.246676,weight=0.00034575435"
interference,container,docker_cpu3-interf_io-run9,base_stable,gaussian_hmm,100001,96077,0.960760392396076,67146,28931,37,19,13.309930823850767,0.0008769026225222623,,5,24040.760236017628,9096.596270722957,28931,34,-47703.62323454569,0.31442384538118134,2094.4470833493265,28.18608402507193,0.24202928303113028,state_0_mean=-0.054845382;state_1_mean=0.23263645;state_2_mean=0.3009977;state_3_mean=1.3280457;state_4_mean=43.905999
interference,container,docker_cpu3-interf_io-run9,cap_1000us,gaussian_gmm,100001,96077,0.960760392396076,67146,28931,37,19,13.309930823850767,0.0008769026225222623,,4,15329.832710276602,5065.03621087596,28931,11,-30537.404549600695,0.17507297400283295,5065.03621087596,0.0,0.0,"component_0_mean=-0.075716402,weight=0.71623386;component_1_mean=0.12802141,weight=0.27979346;component_2_mean=1.430175,weight=0.0036269293;component_3_mean=38.246676,weight=0.00034575435"
interference,container,docker_cpu3-interf_io-run9,cap_1000us,gaussian_hmm,100001,96077,0.960760392396076,67146,28931,37,19,13.309930823850767,0.0008769026225222623,,5,24040.760236017628,9096.596270722957,28931,34,-47703.62323454569,0.31442384538118134,1715.905091254798,1240.5151299886454,0.2551135867916131,state_0_mean=-0.054845382;state_1_mean=0.23263645;state_2_mean=0.3009977;state_3_mean=1.3280457;state_4_mean=43.905999
interference,container,docker_cpu3-interf_io-run9,cap_1500us,gaussian_gmm,100001,96077,0.960760392396076,67146,28931,37,19,13.309930823850767,0.0008769026225222623,,4,15329.832710276602,5065.03621087596,28931,11,-30537.404549600695,0.17507297400283295,5065.03621087596,0.0,0.0,"component_0_mean=-0.075716402,weight=0.71623386;component_1_mean=0.12802141,weight=0.27979346;component_2_mean=1.430175,weight=0.0036269293;component_3_mean=38.246676,weight=0.00034575435"
interference,container,docker_cpu3-interf_io-run9,cap_1500us,gaussian_hmm,100001,96077,0.960760392396076,67146,28931,37,19,13.309930823850767,0.0008769026225222623,,5,24040.760236017628,9096.596270722957,28931,34,-47703.62323454569,0.31442384538118134,2102.846603746636,30.15524485646578,0.24173895361295225,state_0_mean=-0.054845382;state_1_mean=0.23263645;state_2_mean=0.3009977;state_3_mean=1.3280457;state_4_mean=43.905999
interference,container,docker_cpu3-interf_io-run9,cap_2000us,gaussian_gmm,100001,96077,0.960760392396076,67146,28931,37,19,13.309930823850767,0.0008769026225222623,,4,15329.832710276602,5065.03621087596,28931,11,-30537.404549600695,0.17507297400283295,5065.03621087596,0.0,0.0,"component_0_mean=-0.075716402,weight=0.71623386;component_1_mean=0.12802141,weight=0.27979346;component_2_mean=1.430175,weight=0.0036269293;component_3_mean=38.246676,weight=0.00034575435"
interference,container,docker_cpu3-interf_io-run9,cap_2000us,gaussian_hmm,100001,96077,0.960760392396076,67146,28931,37,19,13.309930823850767,0.0008769026225222623,,5,24040.760236017628,9096.596270722957,28931,34,-47703.62323454569,0.31442384538118134,2098.3214686012407,45.67989700305781,0.24189536490690666,state_0_mean=-0.054845382;state_1_mean=0.23263645;state_2_mean=0.3009977;state_3_mean=1.3280457;state_4_mean=43.905999
interference,container,docker_cpu3-interf_io-run9,cap_2500us,gaussian_gmm,100001,96077,0.960760392396076,67146,28931,37,19,13.309930823850767,0.0008769026225222623,,4,15329.832710276602,5065.03621087596,28931,11,-30537.404549600695,0.17507297400283295,5065.03621087596,0.0,0.0,"component_0_mean=-0.075716402,weight=0.71623386;component_1_mean=0.12802141,weight=0.27979346;component_2_mean=1.430175,weight=0.0036269293;component_3_mean=38.246676,weight=0.00034575435"
interference,container,docker_cpu3-interf_io-run9,cap_2500us,gaussian_hmm,100001,96077,0.960760392396076,67146,28931,37,19,13.309930823850767,0.0008769026225222623,,5,24040.760236017628,9096.596270722957,28931,34,-47703.62323454569,0.31442384538118134,2111.0233079226446,39.73698803303943,0.2414563258373479,state_0_mean=-0.054845382;state_1_mean=0.23263645;state_2_mean=0.3009977;state_3_mean=1.3280457;state_4_mean=43.905999
interference,container,docker_cpu3-interf_io-run9,train_q_0.999,gaussian_gmm,100001,95953,0.959520404795952,67078,28875,98,70,13.30991728461836,0.00017935506313690227,,5,-90363.9819520926,-39889.66333630976,28875,14,180883.55446379003,-1.3814602021232816,-39889.66333630976,0.0,0.0,"component_0_mean=-1.0278843,weight=0.22683539;component_1_mean=-0.32157268,weight=0.34104529;component_2_mean=0.42424129,weight=0.27910342;component_3_mean=1.3716245,weight=0.12964023;component_4_mean=1.9938029,weight=0.023375669"
interference,container,docker_cpu3-interf_io-run9,train_q_0.999,gaussian_hmm,100001,95953,0.959520404795952,67078,28875,98,70,13.30991728461836,0.00017935506313690227,,5,-80403.49420104685,-35640.48371244432,28875,34,161184.85118970549,-1.234302466231838,-42177.51531083769,38.24589955197921,0.22639070470626385,state_0_mean=-0.38320522;state_1_mean=-0.34400063;state_2_mean=0.084682532;state_3_mean=1.4462389;state_4_mean=4.4759407
interference,container,docker_cpu3-interf_io-run9,train_q_0.9995,gaussian_gmm,100001,96020,0.960190398096019,67112,28908,65,41,13.309918529519342,0.0001878643510580042,,4,-87552.02762386153,-39075.43351847434,28908,11,175226.31054731287,-1.351716947504993,-39075.43351847434,0.0,0.0,"component_0_mean=-0.7995296,weight=0.30126916;component_1_mean=0.033776794,weight=0.4584567;component_2_mean=0.85306791,weight=0.23461804;component_3_mean=4.4630156,weight=0.0056561067"
interference,container,docker_cpu3-interf_io-run9,train_q_0.9995,gaussian_hmm,100001,96020,0.960190398096019,67112,28908,65,41,13.309918529519342,0.0001878643510580042,,5,-77661.07080153053,-34774.597589303405,28908,34,155700.02161997496,-1.2029402791373809,-41573.022949911465,38.048224299685614,0.23517453163857963,state_0_mean=-0.41949356;state_1_mean=-0.01238242;state_2_mean=0.32199176;state_3_mean=1.373969;state_4_mean=5.2411976
interference,container,docker_cpu3-interf_io-run9,train_q_0.9999,gaussian_gmm,100001,96065,0.960640393596064,67139,28926,43,24,13.309923196150054,0.00039194646802643543,,5,-38561.22480345972,-18065.945826445597,28926,14,77278.05289218585,-0.6245573472462697,-18065.945826445597,0.0,0.0,"component_0_mean=-0.34254925,weight=0.41486816;component_1_mean=0.077523966,weight=0.44324027;component_2_mean=0.61916047,weight=0.13701161;component_3_mean=2.425621,weight=0.004414462;component_4_mean=26.231995,weight=0.00046550203"
interference,container,docker_cpu3-interf_io-run9,train_q_0.9999,gaussian_hmm,100001,96065,0.960640393596064,67139,28926,43,24,13.309923196150054,0.00039194646802643543,,5,-29819.711297847032,-13780.266366404152,28926,34,60017.316288483926,-0.476397233160622,-21703.543914178405,26.553935339611872,0.27391542376319755,state_0_mean=-0.10275857;state_1_mean=0.63147905;state_2_mean=2.2278598;state_3_mean=6.5210279;state_4_mean=121.52155
interference,host,host_cpu3-interf_io-run1,base_stable,gaussian_gmm,100001,99980,0.999790002099979,69986,29994,3,2,13.297099517111684,0.010699048617464402,,5,40540.71377719739,17810.30111119536,29994,14,-80925.24284738037,0.5937954627990718,17810.30111119536,0.0,0.0,"component_0_mean=-0.12384856,weight=0.44627615;component_1_mean=0.0042226745,weight=0.3856146;component_2_mean=0.17918027,weight=0.16515681;component_3_mean=5.9572419,weight=0.0028952851;component_4_mean=119.00377,weight=5.71543e-05"
interference,host,host_cpu3-interf_io-run1,base_stable,gaussian_hmm,100001,99980,0.999790002099979,69986,29994,3,2,13.297099517111684,0.010699048617464402,,5,44987.993193908755,19533.07314115201,29994,34,-89596.68067078253,0.6512326845753154,16332.409469251483,53.90174429439001,0.10671013108956882,state_0_mean=-0.11079923;state_1_mean=0.0049269715;state_2_mean=0.18196395;state_3_mean=6.0670332;state_4_mean=119.00376
interference,host,host_cpu3-interf_io-run1,cap_1000us,gaussian_gmm,100001,99975,0.999740002599974,69982,29993,7,3,13.297026742550386,0.004513854464669722,,5,-19780.980344659103,-8045.500777587959,29993,14,39718.14459614971,-0.2682459499745927,-8045.500777587959,0.0,0.0,"component_0_mean=-0.26965502,weight=0.47163903;component_1_mean=0.03968969,weight=0.37365698;component_2_mean=0.47037592,weight=0.15181032;component_3_mean=12.556454,weight=0.0026740339;component_4_mean=33.534076,weight=0.0002196334"
interference,host,host_cpu3-interf_io-run1,cap_1000us,gaussian_hmm,100001,99975,0.999740002599974,69982,29993,7,3,13.297026742550386,0.004513854464669722,,5,-13470.302040122668,-5725.388074946231,29993,34,27319.907853978988,-0.19089081035395697,-9851.454777905537,43.42697602501746,0.1375676558850167,state_0_mean=-0.25813999;state_1_mean=0.013662031;state_2_mean=0.26183541;state_3_mean=0.29010998;state_4_mean=14.093044
interference,host,host_cpu3-interf_io-run1,cap_1500us,gaussian_gmm,100001,99975,0.999740002599974,69982,29993,7,3,13.297026742550386,0.004513854464669722,,5,-19780.980344659103,-8045.500777587959,29993,14,39718.14459614971,-0.2682459499745927,-8045.500777587959,0.0,0.0,"component_0_mean=-0.26965502,weight=0.47163903;component_1_mean=0.03968969,weight=0.37365698;component_2_mean=0.47037592,weight=0.15181032;component_3_mean=12.556454,weight=0.0026740339;component_4_mean=33.534076,weight=0.0002196334"
interference,host,host_cpu3-interf_io-run1,cap_1500us,gaussian_hmm,100001,99975,0.999740002599974,69982,29993,7,3,13.297026742550386,0.004513854464669722,,5,-13470.302040122668,-5725.388074946231,29993,34,27319.907853978988,-0.19089081035395697,-9825.06078866983,34.38095893824256,0.13668765090933216,state_0_mean=-0.25813999;state_1_mean=0.013662031;state_2_mean=0.26183541;state_3_mean=0.29010998;state_4_mean=14.093044
interference,host,host_cpu3-interf_io-run1,cap_2000us,gaussian_gmm,100001,99977,0.999760002399976,69984,29993,5,3,13.297059509623963,0.007620028617987817,,4,16507.29186500768,7501.260346312877,29993,11,-32891.86748885712,0.25010036829636506,7501.260346312877,0.0,0.0,"component_0_mean=-0.1013166,weight=0.73674207;component_1_mean=0.17677546,weight=0.2602212;component_2_mean=8.0924856,weight=0.0030081589;component_3_mean=150.46566,weight=2.8577961e-05"
interference,host,host_cpu3-interf_io-run1,cap_2000us,gaussian_hmm,100001,99977,0.999760002399976,69984,29993,5,3,13.297059509623963,0.007620028617987817,,5,21267.309050313757,9369.02345279549,29993,34,-42155.313355229315,0.3123736689492712,6155.817383783085,59.31781171558749,0.10713186640257415,state_0_mean=-0.15032375;state_1_mean=0.012167612;state_2_mean=0.26071474;state_3_mean=8.523764;state_4_mean=150.46566
interference,host,host_cpu3-interf_io-run1,cap_2500us,gaussian_gmm,100001,99978,0.999770002299977,69985,29993,4,3,13.297077828451982,0.00903047811360431,,5,28388.013723490734,12602.358727150411,29993,14,-56619.8429400085,0.42017666546028776,12602.358727150411,0.0,0.0,"component_0_mean=-0.08864091,weight=0.72490497;component_1_mean=0.13987885,weight=0.27203171;component_2_mean=6.0098409,weight=0.0027974222;component_3_mean=16.749862,weight=0.00022303945;component_4_mean=131.96398,weight=4.2866328e-05"
interference,host,host_cpu3-interf_io-run1,cap_2500us,gaussian_hmm,100001,99978,0.999770002299977,69985,29993,4,3,13.297077828451982,0.00903047811360431,,5,33137.56901690249,14462.772177433611,29993,34,-65895.83280258492,0.4822049203958794,11261.720893466318,36.53917103027638,0.10672661234178954,state_0_mean=-0.12885486;state_1_mean=0.008256545;state_2_mean=0.21811847;state_3_mean=7.1899542;state_4_mean=131.96398
interference,host,host_cpu3-interf_io-run1,train_q_0.999,gaussian_gmm,100001,99879,0.998780012199878,69916,29963,71,32,13.296917714895313,0.002536621253180746,,5,-59275.51331891516,-24969.44835134234,29963,14,118707.19733503669,-0.8333427344171925,-24969.44835134234,0.0,0.0,"component_0_mean=-0.43841146,weight=0.46783206;component_1_mean=0.10322843,weight=0.38083811;component_2_mean=0.88427437,weight=0.14665156;component_3_mean=2.4024331,weight=0.0031708557;component_4_mean=18.901109,weight=0.0015074051"
interference,host,host_cpu3-interf_io-run1,train_q_0.999,gaussian_hmm,100001,99879,0.998780012199878,69916,29963,71,32,13.296917714895313,0.002536621253180746,,5,-53037.38058750307,-22671.458753142393,29963,34,106454.0328682216,-0.7566484915776922,-26789.344262040908,53.060007644358194,0.13743235019519123,state_0_mean=-0.41620206;state_1_mean=0.066683297;state_2_mean=0.50664638;state_3_mean=0.53182287;state_4_mean=14.964231
interference,host,host_cpu3-interf_io-run1,train_q_0.9995,gaussian_gmm,100001,99935,0.999340006599934,69951,29984,36,12,13.296964304023719,0.0032843994965974376,,4,-41671.19867098259,-17475.224132486594,29984,11,83465.10839500026,-0.5828183075135603,-17475.224132486594,0.0,0.0,"component_0_mean=-0.34385549,weight=0.49005553;component_1_mean=0.088114721,weight=0.36588258;component_2_mean=0.69852123,weight=0.14159851;component_3_mean=15.165818,weight=0.0024633735"
