condition,environment,run,n,period_ns,deadline_ns,baseline_response_ns,expected_recovery_slope_ns_per_activation,delta_mad_ns,shock_threshold_ns,episode_id,start_index,end_index,peak_index,start_release_ns,end_release_ns,activations,duration_us,peak_response_ns,onset_jump_ns,shocks_inside_episode,recovery_activations,observed_recovery_slope_ns_per_activation,recovery_slope_error_ns,recovery_r2,fraction_recovery_steps_near_expected,excess_latency_area_ns
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,11,19084,19085,19084,82896865152422,82896870152422,2,10000.0,8106058.0,7502879.0,1,2,-4393216.999999999,3648.0000000009313,1.0,1.0,5818899.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,12,19236,19236,19236,82897625152422,82897625152422,1,5000.0,4351322.0,3748155.0,1,1,,,,,1351322.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,13,19767,19782,19767,82900280152422,82900355152422,16,80000.0,69522447.0,68919306.0,1,16,-4391091.619117647,5773.380882352591,0.9999999930001479,1.0,537508151.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,14,20752,20797,20752,82905205152422,82905430152422,46,230000.0,201752574.0,201149554.0,1,46,-4391846.86635831,5018.133641690016,0.9999999997933112,1.0,4597217628.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,15,21887,21899,21887,82910880152422,82910940152422,13,65000.0,58596303.0,57993326.0,1,13,-4391663.3241758235,5201.67582417652,0.9999999952847407,1.0,380240342.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,16,22873,22902,22873,82915810152422,82915955152422,30,150000.0,133041910.0,132438817.0,1,30,-4391880.211790881,4984.78820911888,0.999999999711806,1.0,1990789776.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,17,24920,24945,24920,82926045152422,82926170152422,26,130000.0,116766140.0,116163059.0,1,26,-4391820.323076923,5044.676923076622,0.9999999987984945,1.0,1530692217.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,18,26891,26892,26891,82935900152422,82935905152422,2,10000.0,10662090.0,10058979.0,1,2,-4387577.999999999,9287.000000000931,1.0,1.0,10936602.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,19,26967,26969,26967,82936280152422,82936290152422,3,15000.0,16169472.0,15566378.0,1,3,-4392052.5,4812.5,0.9999999800493738,1.0,26331184.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,20,29090,29094,29090,82946895152422,82946915152422,5,25000.0,23442082.0,22838891.0,1,5,-4391610.700000002,5254.299999997951,0.9999999897290514,1.0,58294292.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,21,31138,31221,31138,82957135152422,82957550152422,84,420000.0,368991489.0,368388226.0,1,84,-4391613.923762272,5251.076237727888,0.9999999977583092,1.0,15433612122.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,22,31436,31471,31436,82958625152422,82958800152422,36,180000.0,157408215.0,156805080.0,1,36,-4391610.004761903,5254.995238097385,0.9999999997109286,1.0,2791984589.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,23,32497,32532,32497,82963930152422,82964105152422,36,180000.0,158497512.0,157894419.0,1,36,-4391832.043886741,5032.956113259308,0.9999999995600375,1.0,2831199145.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,24,34543,34565,34543,82974160152422,82974270152422,23,115000.0,99628738.0,99025722.0,1,23,-4391763.276679843,5101.723320157267,0.9999999975578406,1.0,1111473740.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,25,38562,38575,38562,82994255152422,82994320152422,14,70000.0,61262775.0,60659661.0,1,14,-4391586.402197802,5278.597802197561,0.9999999980143531,1.0,416043761.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,26,39624,39656,39624,82999565152422,82999725152422,33,165000.0,146229323.0,145626310.0,1,33,-4391843.707219249,5021.292780751362,0.9999999997353867,1.0,2407675689.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,27,40684,40700,40684,83004865152422,83004945152422,17,85000.0,77478641.0,76875568.0,1,17,-4391787.647058826,5077.35294117406,0.999999997809105,1.0,668903031.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,28,43793,43801,43793,83020410152422,83020450152422,9,45000.0,38340840.0,37737647.0,1,9,-4391768.816666667,5096.18333333265,0.9999999967649374,1.0,159968379.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,29,47813,47853,47813,83040510152422,83040710152422,41,205000.0,179411637.0,178808512.0,1,41,-4391897.831010449,4967.168989551254,0.9999999998041356,1.0,3631521597.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,30,49859,49895,49859,83050740152422,83050920152422,37,185000.0,163189646.0,162586479.0,1,37,-4391888.154101467,4976.84589853324,0.9999999998046536,1.0,3002016446.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,31,52664,52694,52664,83064765152422,83064915152422,31,155000.0,137548206.0,136945174.0,1,31,-4391528.6338709695,5336.3661290304735,0.9999999989439265,1.0,2129094890.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,32,52814,52843,52814,83065515152422,83065660152422,30,150000.0,132167165.0,131564109.0,1,30,-4391842.946162406,5022.053837593645,0.9999999996749567,1.0,1964552041.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,33,53799,53826,53799,83070440152422,83070575152422,28,140000.0,125115414.0,124512270.0,1,28,-4391941.235084835,4923.76491516456,0.9999999996068305,1.0,1759075045.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,34,55846,55877,55846,83080675152422,83080830152422,32,160000.0,142236416.0,141633370.0,1,32,-4391892.270894426,4972.729105574079,0.9999999997433167,1.0,2277152166.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,35,56906,56913,56906,83085975152422,83086010152422,8,40000.0,35541014.0,34937856.0,1,8,-4391626.797619048,5238.202380952425,0.9999999866154328,1.0,137379781.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,36,57892,57894,57892,83090905152422,83090915152422,3,15000.0,12462447.0,11859247.0,1,3,-4392053.499999999,4811.500000000931,0.999999978536347,1.0,15212295.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,37,60926,60950,60926,83106075152422,83106195152422,25,125000.0,108782282.0,108179262.0,1,25,-4391780.052307692,5084.947692307644,0.9999999981308966,1.0,1327163058.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,38,61987,61992,61987,83111380152422,83111405152422,6,30000.0,28075891.0,27472839.0,1,6,-4391697.714285712,5167.285714288242,0.9999999932488861,1.0,84577130.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,39,63352,63355,63352,83118205152422,83118220152422,4,20000.0,19116416.0,18513115.0,1,4,-4391363.300000001,5501.699999999255,0.9999999846858039,1.0,38114845.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,40,65476,65535,65476,83128825152422,83129120152422,60,300000.0,262194073.0,261590900.0,1,60,-4391582.465323698,5282.534676302224,0.9999999998586906,1.0,7778451001.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,41,67672,68225,67672,83139805152422,83142570152422,554,2770000.0,2432369741.0,2431766617.0,1,554,-4391737.977729863,5127.022270137444,0.9999999999880034,1.0,673138181350.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,42,68682,68700,68682,83144855152422,83144945152422,19,95000.0,86111104.0,85508036.0,1,19,-4391897.3596491255,4967.640350874513,0.9999999992445817,1.0,828089753.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,43,69743,69752,69743,83150160152422,83150205152422,10,50000.0,44476023.0,43872862.0,1,10,-4391600.496969697,5264.503030302934,0.9999999925130015,1.0,217161340.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,44,70729,70751,70729,83155090152422,83155200152422,23,115000.0,100075623.0,99472422.0,1,23,-4391919.534584982,4945.465415017679,0.9999999994281887,1.0,1121586407.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,45,71714,71727,71714,83160015152422,83160080152422,14,70000.0,62778214.0,62175113.0,1,14,-4391725.725274727,5139.2747252732515,0.9999999957525982,1.0,437291017.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,46,73762,73786,73762,83170255152422,83170375152422,25,125000.0,110865542.0,110262496.0,1,25,-4391901.405384615,4963.594615384936,0.9999999995199266,1.0,1379051358.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,47,75809,75837,75809,83180490152422,83180630152422,29,145000.0,127707922.0,127104797.0,1,29,-4391821.05960591,5043.940394089557,0.9999999992996369,1.0,1833554204.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,48,77476,77488,77476,83188825152422,83188885152422,13,65000.0,58437788.0,57834517.0,1,13,-4391519.719780219,5345.2802197812125,0.9999999975989456,1.0,378159927.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,49,77704,77722,77704,83189965152422,83190055152422,19,95000.0,84740917.0,84137670.0,1,19,-4391555.168421057,5309.831578942947,0.999999997717545,1.0,802185261.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,50,78689,78693,78689,83194890152422,83194910152422,5,25000.0,21180140.0,20576950.0,1,5,-4391771.300000003,5093.699999997392,0.9999999907995022,1.0,46981728.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,51,80813,80914,80813,83205510152422,83206015152422,102,510000.0,450578178.0,449975076.0,1,102,-4391740.434540945,5124.565459054895,0.9999999997792036,1.0,23031395719.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,52,81944,81950,81944,83211165152422,83211195152422,7,35000.0,30891887.0,30288866.0,1,7,-4391894.035714286,4970.9642857136205,0.9999999943052926,1.0,103009282.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,53,82930,82948,82930,83216095152422,83216185152422,19,95000.0,85632607.0,85029592.0,1,19,-4391805.868421056,5059.131578943692,0.9999999977302644,1.0,819090375.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,54,86949,87001,86949,83236190152422,83236450152422,53,265000.0,232376821.0,231773702.0,1,53,-4391875.011933558,4989.988066442311,0.9999999999023568,1.0,6104991116.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,55,88994,89019,88994,83246415152422,83246540152422,26,130000.0,116971717.0,116368716.0,1,26,-4391889.276581197,4975.723418802954,0.999999999614978,1.0,1535882372.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,56,92027,92037,92027,83261580152422,83261630152422,11,55000.0,50157745.0,49554669.0,1,11,-4391848.963636364,5016.0363636361435,0.9999999979975106,1.0,277181083.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,57,93316,93342,93316,83268025152422,83268155152422,27,135000.0,120049872.0,119446859.0,1,27,-4391850.017094019,5014.982905981131,0.9999999996066621,1.0,1618800752.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,58,95515,96036,95515,83279020152422,83281625152422,522,2610000.0,2292781360.0,2292178273.0,1,522,-4391741.150695345,5123.8493046546355,0.9999999999850095,1.0,598073621742.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,59,98576,98576,98576,83294325152422,83294325152422,1,5000.0,3742332.0,3139295.0,1,1,,,,,742332.0
interference,container,docker_cpu3-interf_io-run6,100001,5000000.0,3000000.0,603135.0,-4396865.0,80.0,1000000.0,60,99562,99606,99562,83299255152422,83299475152422,45,225000.0,200531153.0,199927991.0,1,45,-4391877.055994727,4987.9440052732825,0.9999999997107455,1.0,4541149058.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,1,8135,8159,8135,85270823640063,85270943640063,25,125000.0,111235230.0,110634833.0,1,25,-4396759.082307694,2861.9176923064515,0.9999999991109486,1.0,1386924841.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,2,9139,9167,9139,85275843640063,85275983640063,29,145000.0,126666011.0,126063998.0,1,29,-4396991.261083743,2629.7389162573963,0.9999999996836699,1.0,1801125516.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,3,10140,10175,10140,85280848640063,85281023640063,36,180000.0,157274377.0,156673943.0,1,36,-4396962.832947229,2658.167052770965,0.9999999996954713,1.0,2783880864.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,4,11276,11314,11276,85286528640063,85286718640063,39,195000.0,173589600.0,172989154.0,1,39,-4397001.774089069,2619.2259109308943,0.9999999998191933,1.0,3394814517.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,5,11577,11577,11577,85288033640063,85288033640063,1,5000.0,4504410.0,3904123.0,1,1,,,,,1504410.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,6,12639,12771,12639,85293343640063,85294003640063,133,665000.0,584339511.0,583739013.0,1,133,-4396909.226650408,2711.773349592462,0.9999999998804087,1.0,38722144656.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,7,16802,16826,16802,85314158640063,85314278640063,25,125000.0,110678192.0,110077965.0,1,25,-4396997.703076922,2623.2969230776653,0.9999999995460411,1.0,1372850644.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,8,19304,19323,19304,85326668640063,85326763640063,20,100000.0,89312605.0,88712229.0,1,20,-4397203.523308271,2417.476691729389,0.999999996420207,1.0,890853522.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,9,21579,21617,21579,85338043640063,85338233640063,39,195000.0,171273289.0,170672868.0,1,39,-4397002.162550608,2618.837449392304,0.9999999997513093,1.0,3304576515.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,10,21880,22305,21880,85339548640063,85341673640063,426,2130000.0,1874691536.0,1874091181.0,1,426,-4396882.603061299,2738.3969387011603,0.9999999999832884,1.0,399311128049.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,11,22677,22684,22677,85343533640063,85343568640063,8,40000.0,34479233.0,33878928.0,1,8,-4396999.714285716,2621.2857142835855,0.9999999960420183,1.0,128712164.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,12,23056,23217,23056,85345428640063,85346233640063,162,810000.0,711031895.0,710430022.0,1,162,-4396883.634471841,2737.3655281588435,0.9999999998964252,1.0,57361400863.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,13,23272,23798,23272,85346508640063,85349138640063,527,2635000.0,2319741881.0,2319141303.0,1,527,-4396698.234164643,2922.7658353568986,0.9999999998007525,1.0,611522961581.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,14,24057,24085,24057,85350433640063,85350573640063,29,145000.0,130220242.0,129618353.0,1,29,-4396768.571921181,2852.4280788190663,0.9999999992518487,1.0,1904396842.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,15,26180,26222,26180,85361048640063,85361258640063,43,215000.0,187944424.0,187344056.0,1,43,-4397003.207490187,2617.7925098128617,0.9999999998475809,1.0,3982110099.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,16,28226,28235,28226,85371278640063,85371323640063,10,50000.0,43216280.0,42616068.0,1,10,-4396873.739393937,2747.2606060625985,0.999999997234419,1.0,204310711.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,17,29212,29213,29212,85376208640063,85376213640063,2,10000.0,9060719.0,8460441.0,1,2,-4395889.0,3732.0,1.0,1.0,7725549.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,18,32094,32114,32094,85390618640063,85390718640063,21,105000.0,92124314.0,91523831.0,1,21,-4396905.6909090895,2715.3090909104794,0.9999999991016196,1.0,948298122.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,19,33079,33116,33079,85395543640063,85395728640063,38,190000.0,169933477.0,169333049.0,1,38,-4396774.794178799,2846.2058212012053,0.9999999997239557,1.0,3252560918.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,20,35125,35126,35125,85405773640063,85405778640063,2,10000.0,9931717.0,9331347.0,1,2,-4395910.000000001,3710.9999999990687,1.0,1.0,9467524.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,21,36111,36115,36111,85410703640063,85410723640063,5,25000.0,24770359.0,24169872.0,1,5,-4396505.700000001,3115.2999999988824,0.9999999660275702,1.0,64893828.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,22,37249,37600,37249,85416393640063,85418148640063,352,1760000.0,1546344803.0,1545744394.0,1,352,-4396893.145650221,2727.854349778965,0.9999999999635777,1.0,271634961558.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,23,38661,39328,38661,85423453640063,85426788640063,668,3340000.0,2938577668.0,2937977198.0,1,668,-4396874.989281418,2746.010718582198,0.9999999999916181,1.0,981434523050.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,24,39658,39661,39658,85428438640063,85428453640063,4,20000.0,16264008.0,15663696.0,1,4,-4396663.700000001,2957.2999999988824,0.9999999818428028,1.0,26678115.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,25,42692,42736,42692,85443608640063,85443828640063,45,225000.0,197178113.0,196577830.0,1,45,-4396985.962450593,2635.0375494072214,0.9999999998237566,1.0,4385119291.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,26,44737,44777,44737,85453833640063,85454033640063,41,205000.0,179227166.0,178626862.0,1,41,-4397034.039372821,2586.9606271786615,0.9999999997524075,1.0,3619869904.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,27,46935,46968,46935,85464823640063,85464988640063,34,170000.0,150317788.0,149717404.0,1,34,-4396967.243239113,2653.7567608868703,0.9999999996439367,1.0,2542198009.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,28,48071,48506,48071,85470503640063,85472678640063,436,2180000.0,1917229904.0,1916629580.0,1,436,-4396877.454281405,2743.5457185953856,0.9999999999755645,1.0,417648872616.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,29,49094,49132,49094,85475618640063,85475808640063,39,195000.0,171337609.0,170737317.0,1,39,-4396958.721052632,2662.278947368264,0.9999999997374518,1.0,3307124222.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,30,50154,50171,50154,85480918640063,85481003640063,18,90000.0,81448713.0,80848549.0,1,18,-4396645.013415891,2975.986584109254,0.9999999988435414,1.0,739374722.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,31,51291,51292,51291,85486603640063,85486608640063,2,10000.0,9306585.0,8706226.0,1,2,-4393959.0,5662.0,1.0,1.0,8219211.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,32,54401,54408,54401,85502153640063,85502188640063,8,40000.0,36906583.0,36306222.0,1,8,-4396953.035714287,2667.964285712689,0.9999999955690685,1.0,148139387.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,33,55387,55422,55387,85507083640063,85507258640063,36,180000.0,160002342.0,159401914.0,1,36,-4396971.975546972,2649.024453028105,0.9999999997193477,1.0,2882072506.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,34,57812,57834,57812,85519208640063,85519318640063,23,115000.0,101846090.0,101245612.0,1,23,-4396994.060276679,2626.9397233212367,0.9999999995185284,1.0,1161026399.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,35,61831,61855,61831,85539303640063,85539423640063,25,125000.0,109527232.0,108926874.0,1,25,-4396984.930000002,2636.0699999984354,0.9999999995708932,1.0,1344069462.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,36,63954,63987,63954,85549918640063,85550083640063,34,170000.0,150225678.0,149625296.0,1,34,-4396966.090450725,2654.909549275413,0.9999999996143253,1.0,2539082850.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,37,65015,65068,65015,85555223640063,85555488640063,54,270000.0,236774751.0,236174410.0,1,54,-4397026.199275779,2594.8007242213935,0.9999999999146009,1.0,6331697696.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,38,67136,67321,67136,85565828640063,85566753640063,186,930000.0,819136364.0,818536027.0,1,186,-4396920.028262518,2700.9717374816537,0.9999999999337522,1.0,76152525838.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,39,69171,69212,69171,85576003640063,85576208640063,42,210000.0,186560716.0,185960425.0,1,42,-4397003.093995623,2617.9060043767095,0.9999999998455593,1.0,3923727863.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,40,72202,72221,72202,85591158640063,85591253640063,20,100000.0,87126941.0,86526560.0,1,20,-4396920.195488724,2700.8045112760738,0.9999999989937355,1.0,847165536.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,41,74250,74264,74250,85601398640063,85601468640063,15,75000.0,65777713.0,65177372.0,1,15,-4396793.353571427,2827.6464285729453,0.9999999983264051,1.0,480002983.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,42,75311,75900,75311,85606703640063,85609648640063,590,2950000.0,2595120691.0,2594520422.0,1,590,-4396888.327327565,2732.67267243471,0.9999999999907696,1.0,765368336628.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,43,78592,78700,78592,85623108640063,85623648640063,109,545000.0,482248454.0,481648122.0,1,109,-4396889.136864053,2731.8631359469146,0.999999999696647,1.0,26358007911.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,44,81164,81184,81164,85635968640063,85636068640063,21,105000.0,92751577.0,92151378.0,1,21,-4397007.084415585,2613.9155844151974,0.9999999994204812,1.0,961406897.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,45,81239,81266,81239,85636343640063,85636478640063,28,140000.0,124991509.0,124391244.0,1,28,-4396980.311713187,2640.688286812976,0.9999999995394331,1.0,1753757715.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,46,85410,85442,85410,85657198640063,85657358640063,33,165000.0,145867509.0,145267207.0,1,33,-4396993.000334223,2627.999665777199,0.9999999997512732,1.0,2393025257.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,47,86395,86418,86395,85662123640063,85662238640063,24,120000.0,107103374.0,106502995.0,1,24,-4397012.790000002,2608.2099999981,0.9999999992473942,1.0,1284956805.0
interference,container,docker_cpu3-interf_io-run7,100001,5000000.0,3000000.0,600379.0,-4399621.0,130.0,1000000.0,48,88442,88447,88442,85672358640063,85672383640063,6,30000.0,27482040.0,26881797.0,1,6,-4396482.742857141,3138.2571428585798,0.9999999851276207,1.0,80938618.0
